-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.4926   Longitude -78.5498 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 484.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2023,11,23,5.11,0.48,2.8,4.54,14.22,13.75,-0.46,3.29,3.23,0.73,256.27,58.52,58.27,6.76,0.09,0.45
2023,11,24,3.08,-0.3,1.39,2.9,9.48,9.18,-0.31,2.22,3.07,0.49,272.02,40.23,55.26,5.16,0.08,0.38
2023,11,25,-0.11,-6.38,-3.24,0.12,8.72,5.48,-3.24,3.27,3.27,0.73,239.47,57.7,58.33,6.69,0.09,0.46
2023,11,26,1.66,-3.2,-0.77,1.58,10.99,8.12,-2.88,2.06,3.09,0.47,271.98,37.06,55.4,4.78,0.07,0.36
2023,11,27,0.44,-3.71,-1.63,0.28,9.4,5.31,-4.09,2.86,3.24,0.65,246.9,49.78,57.05,5.97,0.09,0.46
2023,11,28,-3.25,-10.53,-6.89,-3.24,6.09,-0.05,-6.13,2.83,3.27,0.65,231.36,48.23,56.28,5.75,0.08,0.38
2023,11,29,-2.3,-9.92,-6.11,-2.17,11.42,4.79,-6.64,2.93,3.16,0.67,224.9,50.32,54.94,5.95,0.08,0.37
2023,11,30,1.83,-1.99,-0.08,1.27,13.84,11.21,-2.63,2.95,3.13,0.69,247.33,50.9,54.64,5.97,0.08,0.38
2023,12,1,4.76,2.02,3.4,4.04,9.88,9.71,-0.17,0.73,2.8,0.17,310.5,13.98,51.92,2.05,0.03,0.16
2023,12,2,8.93,8.15,8.54,8.31,10.31,14.92,4.61,1.71,2.73,0.41,323.76,32.35,51.16,4.37,0.06,0.3
2023,12,3,10.55,8.5,9.53,10.04,11.34,17.37,6.03,1.37,2.69,0.32,319.87,25.65,50.05,3.56,0.05,0.27
2023,12,4,4.09,0.44,2.27,3.39,9.49,8.4,-1.08,1.52,2.97,0.36,285.8,27.59,52.54,3.79,0.06,0.29
2023,12,5,2.16,-1.06,0.55,1.34,10.15,7.33,-2.81,1.7,2.87,0.41,279.18,30.34,50.47,4.01,0.05,0.23
2023,12,6,0.62,-2.46,-0.92,0.51,7.47,4.54,-2.94,2.03,2.87,0.48,279.41,35.37,49.88,4.44,0.05,0.23
2023,12,7,1.8,-2.8,-0.49,1.35,12.95,9.73,-3.23,2.02,2.82,0.49,269.18,36.59,51.28,4.51,0.05,0.26
2023,12,8,5.41,-0.02,2.69,4.07,13.36,14.22,0.86,2.67,2.88,0.65,268.09,48.02,52.65,5.68,0.09,0.42
2023,12,9,8.03,3.67,5.85,6.89,15.66,16.85,1.19,1.69,2.7,0.41,301.59,31.25,50.04,3.98,0.06,0.3
2023,12,10,8.11,7.58,7.85,7.88,11.33,12.08,0.75,0.68,2.44,0.16,326.71,13.07,45.81,1.91,0.03,0.16
2023,12,11,-1.22,-3.33,-2.27,-1.98,9.78,2.87,-6.92,2.18,2.97,0.53,259.91,38.0,52.25,4.67,0.06,0.29
2023,12,12,-2.15,-4.77,-3.46,-3.39,13.73,6.05,-7.68,2.98,2.94,0.73,226.26,51.3,51.41,5.73,0.05,0.27
2023,12,13,-0.24,-3.86,-2.05,-0.99,10.52,6.29,-4.24,2.43,2.87,0.6,244.23,43.16,51.66,5.19,0.06,0.3
2023,12,14,0.22,-4.89,-2.34,-1.2,12.2,7.55,-4.64,2.77,2.9,0.69,227.77,48.41,51.37,5.53,0.06,0.3
2023,12,15,4.4,-1.67,1.36,1.62,15.2,12.73,-2.47,2.9,2.86,0.72,246.84,51.08,51.24,5.73,0.06,0.32
2023,12,16,4.95,-0.18,2.38,2.49,9.48,11.27,1.8,2.58,2.83,0.64,265.26,45.44,50.34,5.39,0.06,0.32
2023,12,17,3.79,3.29,3.54,3.45,5.69,6.57,0.89,0.67,2.65,0.16,301.4,12.87,49.65,1.92,0.03,0.14
2023,12,18,3.83,-0.28,1.77,3.6,8.95,7.05,-1.9,2.43,2.88,0.61,279.62,42.48,50.75,5.08,0.06,0.31
2023,12,19,-2.24,-6.89,-4.56,-2.42,7.16,1.55,-5.6,2.54,2.93,0.63,230.6,44.08,51.29,5.2,0.05,0.27
2023,12,20,0.88,-6.1,-2.6,-0.99,13.77,8.37,-5.4,2.85,2.84,0.71,231.73,49.94,50.44,5.62,0.05,0.29
2023,12,21,2.28,-4.12,-0.92,0.16,10.88,9.14,-1.74,1.64,2.75,0.41,269.55,29.12,48.51,3.81,0.04,0.2
2023,12,22,2.06,-1.22,0.42,1.07,9.52,8.39,-1.14,2.46,2.74,0.62,266.01,42.45,47.65,5.04,0.05,0.27
2023,12,23,0.99,1.23,1.12,0.34,5.88,4.38,-1.5,1.42,2.73,0.35,283.59,26.58,48.47,3.66,0.05,0.21
2023,12,24,5.58,3.91,4.75,4.62,13.05,13.23,0.18,1.88,2.65,0.47,306.47,34.47,48.52,4.34,0.05,0.25
2023,12,25,5.48,4.44,4.96,3.96,8.57,11.32,2.75,1.81,2.71,0.45,288.45,33.1,48.62,4.38,0.05,0.25
2023,12,26,5.92,5.82,5.87,5.84,3.95,8.17,4.22,0.95,2.48,0.23,319.16,18.82,46.01,2.73,0.03,0.16
2023,12,27,7.86,7.75,7.8,7.53,4.16,10.48,6.32,0.91,2.55,0.23,325.09,17.6,48.05,2.36,0.03,0.13
2023,12,28,7.27,5.15,6.21,6.88,10.89,12.37,1.48,2.15,2.8,0.53,295.16,38.34,50.27,4.72,0.05,0.27
2023,12,29,2.29,-0.23,1.03,2.17,9.08,7.62,-1.45,1.55,2.75,0.38,296.54,28.26,48.52,3.77,0.04,0.21
2023,12,30,0.48,-2.07,-0.8,0.14,10.19,6.87,-3.31,1.68,2.81,0.41,276.12,30.26,49.98,3.98,0.05,0.21
2023,12,31,0.58,-2.35,-0.88,-0.12,10.0,6.85,-3.15,2.35,2.87,0.58,265.09,41.96,51.45,5.1,0.05,0.28
2024,1,1,-0.41,-2.67,-1.53,-0.58,5.59,2.8,-2.8,1.13,2.62,0.27,303.4,20.26,45.09,2.73,0.03,0.16
2024,1,2,-0.97,-3.99,-2.48,-1.42,8.43,4.86,-3.57,2.7,2.71,-999.0,236.84,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,3,0.23,-3.35,-1.56,-0.46,9.8,6.36,-3.45,2.47,-999.0,-999.0,264.48,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,4,-1.25,-4.55,-2.9,-1.53,7.74,2.97,-4.77,1.16,-999.0,-999.0,268.57,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,5,-1.83,-5.24,-3.54,-1.89,9.33,4.14,-5.19,2.81,-999.0,-999.0,232.28,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,6,-2.08,-2.97,-2.52,-2.49,6.56,0.12,-6.43,0.19,-999.0,-999.0,300.28,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,7,-2.85,-3.56,-3.2,-4.24,8.07,1.53,-6.54,1.8,-999.0,-999.0,280.84,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,8,-3.2,-4.49,-3.85,-4.6,10.23,2.49,-7.75,2.64,2.84,-999.0,244.52,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,9,3.11,2.96,3.03,2.41,15.11,11.04,-4.07,0.23,-999.0,-999.0,320.95,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,10,0.41,-2.52,-1.06,-0.18,8.05,4.33,-3.71,1.7,-999.0,-999.0,280.02,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,11,0.48,-1.51,-0.52,-0.37,11.84,8.14,-3.7,2.87,2.88,-999.0,233.74,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,12,1.39,0.38,0.89,0.82,7.18,4.81,-2.37,1.97,-999.0,-999.0,262.75,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,13,-0.63,-3.77,-2.2,-0.91,6.27,1.76,-4.51,2.26,-999.0,-999.0,247.85,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,14,-2.46,-7.6,-5.03,-2.64,8.95,2.95,-5.99,2.31,-999.0,-999.0,234.76,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,15,-3.76,-6.06,-4.92,-3.63,3.59,-1.77,-5.36,0.76,-999.0,-999.0,281.25,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,16,-6.99,-8.76,-7.87,-7.43,12.85,-2.05,-14.9,0.95,-999.0,-999.0,250.2,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,17,-11.36,-13.97,-12.67,-12.42,10.09,-5.35,-15.43,2.57,-999.0,-999.0,181.24,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,18,-5.62,-7.77,-6.7,-7.25,11.73,0.17,-11.56,1.48,-999.0,-999.0,266.78,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,19,-4.77,-6.17,-5.47,-5.3,8.34,-1.57,-9.91,0.89,-999.0,-999.0,258.0,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,20,-11.08,-13.31,-12.2,-11.55,6.05,-7.45,-13.5,2.2,-999.0,-999.0,214.49,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,21,-10.56,-12.4,-11.48,-11.72,9.73,-4.42,-14.16,2.52,3.22,-999.0,190.51,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,22,-5.86,-7.97,-6.92,-8.06,15.02,2.02,-13.0,2.67,-999.0,-999.0,227.08,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,23,0.24,-1.98,-0.87,-1.61,10.88,6.01,-4.86,1.93,-999.0,-999.0,285.91,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,24,4.71,4.64,4.67,3.78,6.3,7.63,1.33,1.2,-999.0,-999.0,338.6,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,25,9.79,9.51,9.65,8.68,9.32,15.17,5.84,1.11,-999.0,-999.0,354.49,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,26,11.44,9.9,10.68,10.56,14.62,18.53,3.91,3.01,-999.0,-999.0,311.05,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,27,7.2,5.77,6.49,6.65,11.48,13.73,2.25,2.79,-999.0,-999.0,309.64,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,28,3.62,2.86,3.23,3.55,3.3,5.49,2.19,1.19,-999.0,-999.0,321.85,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,29,0.89,-1.68,-0.39,0.73,8.67,5.28,-3.4,3.4,3.43,-999.0,254.12,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,30,0.46,-1.28,-0.41,-0.15,7.74,4.28,-3.46,1.88,-999.0,-999.0,280.41,-999.0,-999.0,-999.0,-999.0,-999.0
2024,1,31,1.7,0.42,1.06,1.51,7.7,5.49,-2.21,1.25,-999.0,-999.0,303.77,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,1,2.94,0.47,1.7,2.7,12.9,10.38,-2.52,3.44,3.44,-999.0,271.6,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,2,2.92,0.9,1.91,2.43,8.45,7.07,-1.38,1.31,-999.0,-999.0,297.74,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,3,1.48,-2.25,-0.39,0.33,10.05,7.26,-2.79,3.61,3.61,-999.0,240.12,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,4,3.1,-2.0,0.55,0.71,10.64,8.38,-2.25,3.67,3.67,-999.0,231.29,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,5,2.07,-1.34,0.37,1.07,10.86,8.46,-2.4,3.69,3.69,-999.0,233.8,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,6,-0.92,-4.22,-2.57,-1.18,8.51,4.52,-3.99,3.84,3.85,-999.0,216.3,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,7,1.51,-3.2,-0.85,0.33,11.21,8.08,-3.14,3.79,-999.0,-999.0,234.81,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,8,3.83,0.6,2.22,3.25,13.16,11.56,-1.6,3.7,-999.0,-999.0,273.93,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,9,8.41,6.31,7.36,8.07,14.38,16.55,2.17,3.66,3.75,-999.0,309.54,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,10,10.44,9.51,9.98,9.91,9.76,16.02,6.26,1.36,-999.0,-999.0,331.34,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,11,8.15,7.47,7.8,7.59,3.37,9.37,6.0,0.83,-999.0,-999.0,328.44,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,12,6.12,5.52,5.82,6.01,3.53,8.26,4.73,0.7,-999.0,-999.0,323.82,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,13,1.47,-0.2,0.64,1.15,6.66,4.9,-1.74,3.51,-999.0,-999.0,275.02,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,14,-0.48,-2.63,-1.56,-1.07,8.98,4.69,-4.3,3.65,-999.0,-999.0,241.73,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,15,1.87,-0.6,0.63,0.83,12.75,8.4,-4.35,3.7,-999.0,-999.0,249.89,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,16,1.2,-3.32,-1.06,0.91,8.56,5.69,-2.88,3.91,-999.0,-999.0,266.32,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,17,-3.28,-6.54,-4.91,-3.47,8.21,-0.2,-8.41,3.5,-999.0,-999.0,241.17,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,18,-3.0,-6.95,-4.98,-3.56,12.83,4.33,-8.5,4.43,4.47,-999.0,213.52,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,19,-0.04,-4.35,-2.2,-1.34,12.41,7.07,-5.33,4.52,4.52,-999.0,212.96,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,20,0.37,-2.47,-1.06,-0.38,10.29,6.88,-3.41,4.48,-999.0,-999.0,233.16,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,21,1.73,-0.24,0.75,1.98,10.68,8.9,-1.77,4.51,4.53,-999.0,234.04,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,22,4.47,3.48,3.97,4.48,11.38,11.05,-0.33,2.19,-999.0,-999.0,300.02,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,23,6.66,4.25,5.45,6.53,10.04,12.87,2.84,1.64,-999.0,-999.0,311.41,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,24,2.32,0.33,1.33,2.24,10.95,6.76,-4.19,1.83,-999.0,-999.0,280.94,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,25,-0.41,-4.24,-2.32,-0.41,11.75,6.37,-5.38,4.63,4.79,-999.0,232.48,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,26,7.4,5.0,6.2,7.24,17.71,16.94,-0.77,4.36,-999.0,-999.0,297.58,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,27,8.8,8.23,8.51,8.62,6.6,12.35,5.75,2.0,-999.0,-999.0,327.23,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,28,9.71,7.9,8.8,9.38,17.81,15.38,-2.43,0.3,-999.0,-999.0,333.15,-999.0,-999.0,-999.0,-999.0,-999.0
2024,2,29,-0.97,-6.35,-3.67,-0.9,11.62,5.88,-5.74,5.03,5.06,-999.0,210.34,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,1,2.33,-1.73,0.3,1.71,10.59,7.25,-3.34,4.43,-999.0,-999.0,264.62,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,2,7.19,5.83,6.51,6.42,11.29,14.14,2.85,3.37,-999.0,-999.0,324.56,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,3,8.92,8.06,8.49,8.48,8.3,13.62,5.32,2.19,-999.0,-999.0,321.77,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,4,10.92,8.78,9.85,10.67,10.93,17.14,6.22,4.01,-999.0,-999.0,314.32,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,5,12.65,9.98,11.32,12.98,13.16,20.49,7.33,3.14,-999.0,-999.0,346.96,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,6,10.81,9.9,10.36,10.76,5.56,14.25,8.69,1.22,-999.0,-999.0,350.15,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,7,10.73,8.62,9.67,10.71,9.52,15.98,6.46,4.13,-999.0,-999.0,319.38,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,8,8.79,7.27,8.03,8.83,6.34,11.95,5.62,3.16,-999.0,-999.0,322.1,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,9,6.03,5.3,5.66,6.21,5.36,8.7,3.34,1.01,-999.0,-999.0,340.73,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,10,2.3,-2.59,-0.14,2.29,6.16,5.28,-0.88,3.97,-999.0,-999.0,274.08,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,11,2.15,-3.19,-0.52,2.08,11.33,8.62,-2.71,5.48,5.49,-999.0,239.66,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,12,7.74,2.4,5.07,7.21,17.1,17.23,0.12,5.42,5.45,-999.0,256.04,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,13,10.73,3.71,7.22,9.3,15.75,18.62,2.87,5.23,-999.0,-999.0,278.3,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,14,13.44,7.16,10.3,12.51,15.07,21.51,6.44,5.41,5.45,-999.0,299.02,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,15,14.01,11.86,12.93,13.62,11.52,19.66,8.13,1.15,-999.0,-999.0,342.03,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,16,9.25,4.06,6.65,9.28,14.52,16.56,2.05,5.66,5.69,-999.0,276.27,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,17,9.02,3.86,6.44,8.73,11.55,14.76,3.22,5.55,5.64,-999.0,275.08,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,18,1.98,-3.56,-0.79,2.33,9.3,6.7,-2.6,5.36,-999.0,-999.0,255.56,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,19,1.76,-4.21,-1.23,1.98,11.43,8.12,-3.32,5.8,5.87,-999.0,240.88,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,20,5.62,0.32,2.97,5.32,14.05,13.38,-0.67,5.78,5.87,-999.0,252.07,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,21,1.49,-5.12,-1.81,1.66,14.1,9.08,-5.02,5.96,5.99,-999.0,230.12,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,22,4.58,1.61,3.09,4.91,16.62,12.48,-4.14,4.61,-999.0,-999.0,306.37,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,23,4.57,2.23,3.4,4.55,12.7,9.34,-3.35,2.69,-999.0,-999.0,297.94,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,24,0.84,-4.38,-1.77,1.15,12.61,8.14,-4.47,6.2,6.2,-999.0,223.6,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,25,4.12,0.01,2.07,3.95,15.05,12.47,-2.57,6.17,6.21,-999.0,248.28,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,26,6.17,2.36,4.26,6.51,14.57,13.88,-0.68,4.34,-999.0,-999.0,301.3,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,27,7.97,6.91,7.44,7.98,7.52,11.94,4.43,1.82,-999.0,-999.0,348.67,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,28,5.31,1.61,3.46,4.96,6.73,7.94,1.21,3.1,-999.0,-999.0,295.01,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,29,6.49,2.01,4.25,6.27,12.91,12.98,0.06,5.68,-999.0,-999.0,270.69,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,30,10.08,6.69,8.39,9.53,16.6,17.81,1.21,4.4,-999.0,-999.0,314.97,-999.0,-999.0,-999.0,-999.0,-999.0
2024,3,31,12.92,10.62,11.76,12.61,9.34,18.28,8.94,2.24,-999.0,-999.0,341.48,-999.0,-999.0,-999.0,-999.0,-999.0
